aarónica	aaˈɾonika
otoñáis	otoˈɲais
otoñáramos	otoˈɲaɾamos
otoñáremos	otoˈɲaɾemos
otoñásemos	otoˈɲasemos
otoñé	otoˈɲe
otoñéis	otoˈɲeis
otoñó	otoˈɲo
otra	otɾa
otras	otɾas
otro	otɾo
otrora	otɾoɾa
otros	otɾos
ova	oβa
ovaba	oβaβa
ovabais	oβaβais
ovaban	oβaβan
ovabas	oβaβas
ovaciona	oβasjona
ovacionaba	oβasjonaβa
ovacionabais	oβasjonaβais
ovacionaban	oβasjonaβan
ovacionabas	oβasjonaβas
ovacionad	oβasjonað
ovacionada	oβasjonaða
ovacionadas	oβasjonaðas
ovacionado	oβasjonaðo
ovacionados	oβasjonaðos
ovacionamos	oβasjonamos
ovacionan	oβasjonan
ovacionando	oβasjonando
ovacionar	oβasjonaɾ
ovacionara	oβasjonaɾa
ovacionarais	oβasjonaɾais
ovacionaran	oβasjonaɾan
ovacionaras	oβasjonaɾas
ovacionare	oβasjonaɾe
ovacionareis	oβasjonaɾeis
ovacionaremos	oβasjonaɾemos
ovacionaren	oβasjonaɾen
ovacionares	oβasjonaɾes
ovacionaron	oβasjonaɾon
ovacionará	oβasjonaˈɾa
ovacionarán	oβasjonaˈɾan
ovacionarás	oβasjonaˈɾas
ovacionaré	oβasjonaˈɾe
ovacionaréis	oβasjonaˈɾeis
ovacionaría	oβasjonaˈɾia
ovacionaríais	oβasjonaˈɾiais
ovacionaríamos	oβasjonaˈɾiamos
ovacionarían	oβasjonaˈɾian
ovacionarías	oβasjonaˈɾias
ovacionas	oβasjonas
ovacionase	oβasjonase
ovacionaseis	oβasjonaseis
ovacionasen	oβasjonasen
ovacionases	oβasjonases
ovacionaste	oβasjonaste
ovacionasteis	oβasjonasteis
ovacione	oβasjone
ovacionemos	oβasjonemos
ovacionen	oβasjonen
ovaciones	oβasjones
ovaciono	oβasjono
ovacionábamos	oβasjoˈnaβamos
ovacionáis	oβasjoˈnais
ovacionáramos	oβasjoˈnaɾamos
ovacionáremos	oβasjoˈnaɾemos
ovacionásemos	oβasjoˈnasemos
ovacioné	oβasjoˈne
ovacionéis	oβasjoˈneis
ovacionó	oβasjoˈno
ovación	oβaˈsjon
ovad	oβað
ovada	oβaða
ovadas	oβaðas
ovado	oβaðo
ovados	oβaðos
oval	oβal
ovala	oβala
ovalaba	oβalaβa
ovalabais	oβalaβais
ovalaban	oβalaβan
ovalabas	oβalaβas
ovalad	oβalað
ovalada	oβalaða
ovaladas	oβalaðas
ovalado	oβalaðo
ovalados	oβalaðos
ovalamos	oβalamos
ovalan	oβalan
ovalando	oβalando
ovalar	oβalaɾ
ovalara	oβalaɾa
ovalarais	oβalaɾais
ovalaran	oβalaɾan
ovalaras	oβalaɾas
ovalare	oβalaɾe
ovalareis	oβalaɾeis
ovalaremos	oβalaɾemos
ovalaren	oβalaɾen
ovalares	oβalaɾes
ovalaron	oβalaɾon
ovalará	oβalaˈɾa
ovalarán	oβalaˈɾan
ovalarás	oβalaˈɾas
ovalaré	oβalaˈɾe
ovalaréis	oβalaˈɾeis
ovalaría	oβalaˈɾia
ovalaríais	oβalaˈɾiais
ovalaríamos	oβalaˈɾiamos
ovalarían	oβalaˈɾian
ovalarías	oβalaˈɾias
ovalas	oβalas
ovalase	oβalase
ovalaseis	oβalaseis
ovalasen	oβalasen
ovalases	oβalases
ovalaste	oβalaste
ovalasteis	oβalasteis
ovale	oβale
ovalemos	oβalemos
ovalen	oβalen
ovales	oβales
ovalmente	oβalmente
ovalo	oβalo
ovalábamos	oβaˈlaβamos
ovaláis	oβaˈlais
ovaláramos	oβaˈlaɾamos
ovaláremos	oβaˈlaɾemos
ovalásemos	oβaˈlasemos
ovalé	oβaˈle
ovaléis	oβaˈleis
ovaló	oβaˈlo
ovamos	oβamos
ovan	oβan
ovando	oβando
ovante	oβante
ovantes	oβantes
ovar	oβaɾ
ovara	oβaɾa
ovarais	oβaɾais
ovaran	oβaɾan
ovaras	oβaɾas
ovare	oβaɾe
ovareis	oβaɾeis
ovaremos	oβaɾemos
ovaren	oβaɾen
ovares	oβaɾes
ovario	oβaɾjo
ovarios	oβaɾjos
ovariotomía	oβaɾjotoˈmia
ovariotomías	oβaɾjotoˈmias
ovaron	oβaɾon
ovará	oβaˈɾa
ovarán	oβaˈɾan
ovarás	oβaˈɾas
ovaré	oβaˈɾe
ovaréis	oβaˈɾeis
ovaría	oβaˈɾia
ovaríais	oβaˈɾiais
ovaríamos	oβaˈɾiamos
ovarían	oβaˈɾian
ovarías	oβaˈɾias
ovas	oβas
ovase	oβase
ovaseis	oβaseis
ovasen	oβasen
ovases	oβases
ovaste	oβaste
ovasteis	oβasteis
ove	oβe
ovecico	oβesiko
ovecicos	oβesikos
oveja	oβexa
ovejas	oβexas
ovejera	oβexeɾa
ovejeras	oβexeɾas
ovejero	oβexeɾo
ovejeros	oβexeɾos
ovejería	oβexeˈɾia
ovejerías	oβexeˈɾias
ovejuela	oβexwela
ovejuelas	oβexwelas
ovejuna	oβexuna
ovejunas	oβexunas
ovejuno	oβexuno
ovejunos	oβexunos
ovemos	oβemos
oven	oβen
overflow	oβeɾflow
oves	oβes
ovetense	oβetense
ovetenses	oβetenses
ovezuelo	oβeswelo
ovezuelos	oβeswelos
ovidiana	oβiðjana
ovidianas	oβiðjanas
ovidiano	oβiðjano
ovidianos	oβiðjanos
oviducto	oβiðukto
oviductos	oβiðuktos
ovilla	oβiʎa
ovillaba	oβiʎaβa
ovillabais	oβiʎaβais
ovillaban	oβiʎaβan
ovillabas	oβiʎaβas
ovillad	oβiʎað
ovillada	oβiʎaða
ovilladas	oβiʎaðas
ovillado	oβiʎaðo
ovillados	oβiʎaðos
ovillamos	oβiʎamos
ovillan	oβiʎan
ovillando	oβiʎando
ovillar	oβiʎaɾ
ovillara	oβiʎaɾa
ovillarais	oβiʎaɾais
ovillaran	oβiʎaɾan
ovillaras	oβiʎaɾas
ovillare	oβiʎaɾe
ovillareis	oβiʎaɾeis
ovillaremos	oβiʎaɾemos
ovillaren	oβiʎaɾen
ovillares	oβiʎaɾes
ovillaron	oβiʎaɾon
ovillará	oβiʎaˈɾa
ovillarán	oβiʎaˈɾan
ovillarás	oβiʎaˈɾas
ovillaré	oβiʎaˈɾe
ovillaréis	oβiʎaˈɾeis
ovillaría	oβiʎaˈɾia
ovillaríais	oβiʎaˈɾiais
ovillaríamos	oβiʎaˈɾiamos
ovillarían	oβiʎaˈɾian
ovillarías	oβiʎaˈɾias
ovillas	oβiʎas
ovillase	oβiʎase
ovillaseis	oβiʎaseis
ovillasen	oβiʎasen
ovillases	oβiʎases
ovillaste	oβiʎaste
ovillasteis	oβiʎasteis
oville	oβiʎe
ovillejo	oβiʎexo
ovillejos	oβiʎexos
ovillemos	oβiʎemos
ovillen	oβiʎen
ovilles	oβiʎes
ovillo	oβiʎo
ovillos	oβiʎos
ovillábamos	oβiˈʎaβamos
ovilláis	oβiˈʎais
ovilláramos	oβiˈʎaɾamos
ovilláremos	oβiˈʎaɾemos
ovillásemos	oβiˈʎasemos
ovillé	oβiˈʎe
ovilléis	oβiˈʎeis
ovilló	oβiˈʎo
ovina	oβina
ovinas	oβinas
ovino	oβino
ovinos	oβinos
oviscapto	oβiskapto
oviscaptos	oβiskaptos
ovo	oβo
ovoide	oβoiðe
ovoidea	oβoiðea
ovoideas	oβoiðeas
ovoideo	oβoiðeo
ovoideos	oβoiðeos
ovoides	oβoiðes
ovos	oβos
ovovivópara	oβoβiˈβopaɾa
ovovivóparas	oβoβiˈβopaɾas
ovovivóparo	oβoβiˈβopaɾo
ovovivóparos	oβoβiˈβopaɾos
ovulaciones	oβulasjones
ovulación	oβulaˈsjon
ovábamos	oˈβaβamos
ováis	oˈβais
ováramos	oˈβaɾamos
ováremos	oˈβaɾemos
ovárica	oˈβaɾika
ováricas	oˈβaɾikas
ovárico	oˈβaɾiko
ováricos	oˈβaɾikos
ovásemos	oˈβasemos
ové	oˈβe
ovéis	oˈβeis
ovípara	oˈβipaɾa
ovíparas	oˈβipaɾas
ovíparo	oˈβipaɾo
ovíparos	oˈβipaɾos
ovó	oˈβo
oxalato	oksalato
oxalatos	oksalatos
oxalidácea	oksaliˈðasea
oxalidáceas	oksaliˈðaseas
oxalidáceo	oksaliˈðaseo
oxalidáceos	oksaliˈðaseos
oxalídea	oksaˈliðea
oxalídeas	oksaˈliðeas
oxalídeo	oksaˈliðeo
oxalídeos	oksaˈliðeos
oxiacanta	oksjakanta
oxiacantas	oksjakantas
oxida	oksiða
oxidaba	oksiðaβa
oxidabais	oksiðaβais
oxidaban	oksiðaβan
oxidabas	oksiðaβas
oxidable	oksiðaβle
oxidables	oksiðaβles
oxidaciones	oksiðasjones
oxidación	oksiðaˈsjon
oxidad	oksiðað
oxidada	oksiðaða
oxidadas	oksiðaðas
oxidado	oksiðaðo
oxidados	oksiðaðos
oxidamos	oksiðamos
oxidan	oksiðan
oxidando	oksiðando
oxidante	oksiðante
oxidantes	oksiðantes
oxidar	oksiðaɾ
oxidara	oksiðaɾa
oxidarais	oksiðaɾais
oxidaran	oksiðaɾan
oxidaras	oksiðaɾas
oxidare	oksiðaɾe
oxidareis	oksiðaɾeis
oxidaremos	oksiðaɾemos
oxidaren	oksiðaɾen
oxidares	oksiðaɾes
oxidarla	oksiðaɾla
oxidarlas	oksiðaɾlas
oxidarle	oksiðaɾle
oxidarles	oksiðaɾles
oxidarlo	oksiðaɾlo
oxidarlos	oksiðaɾlos
oxidarme	oksiðaɾme
oxidarnos	oksiðaɾnos
oxidaron	oksiðaɾon
oxidaros	oksiðaɾos
oxidarse	oksiðaɾse
oxidarte	oksiðaɾte
oxidará	oksiðaˈɾa
oxidarán	oksiðaˈɾan
oxidarás	oksiðaˈɾas
oxidaré	oksiðaˈɾe
oxidaréis	oksiðaˈɾeis
oxidaría	oksiðaˈɾia
oxidaríais	oksiðaˈɾiais
oxidaríamos	oksiðaˈɾiamos
oxidarían	oksiðaˈɾian
oxidarías	oksiðaˈɾias
oxidas	oksiðas
oxidase	oksiðase
oxidaseis	oksiðaseis
oxidasen	oksiðasen
oxidases	oksiðases
oxidaste	oksiðaste
oxidasteis	oksiðasteis
oxide	oksiðe
oxidemos	oksiðemos
oxiden	oksiðen
oxides	oksiðes
oxido	oksiðo
oxidrilo	oksiðɾilo
oxidrilos	oksiðɾilos
oxidábamos	oksiˈðaβamos
oxidáis	oksiˈðais
oxidándola	oksiˈðandola
oxidándolas	oksiˈðandolas
oxidándole	oksiˈðandole
oxidándoles	oksiˈðandoles
oxidándolo	oksiˈðandolo
oxidándolos	oksiˈðandolos
oxidándome	oksiˈðandome
oxidándonos	oksiˈðandonos
oxidándoos	oksiˈðandoos
oxidándose	oksiˈðandose
oxidándote	oksiˈðandote
oxidáramos	oksiˈðaɾamos
oxidáremos	oksiˈðaɾemos
oxidásemos	oksiˈðasemos
oxidé	oksiˈðe
oxidéis	oksiˈðeis
oxidó	oksiˈðo
oxigena	oksixena
oxigenaba	oksixenaβa
oxigenabais	oksixenaβais
oxigenaban	oksixenaβan
oxigenabas	oksixenaβas
oxigenaciones	oksixenasjones
oxigenación	oksixenaˈsjon
oxigenad	oksixenað
oxigenada	oksixenaða
oxigenadas	oksixenaðas
oxigenado	oksixenaðo
oxigenados	oksixenaðos
oxigenamos	oksixenamos
oxigenan	oksixenan
oxigenando	oksixenando
oxigenar	oksixenaɾ
oxigenara	oksixenaɾa
oxigenarais	oksixenaɾais
oxigenaran	oksixenaɾan
oxigenaras	oksixenaɾas
oxigenare	oksixenaɾe
oxigenareis	oksixenaɾeis
oxigenaremos	oksixenaɾemos
oxigenaren	oksixenaɾen
oxigenares	oksixenaɾes
oxigenaron	oksixenaɾon
oxigenará	oksixenaˈɾa
oxigenarán	oksixenaˈɾan
oxigenarás	oksixenaˈɾas
oxigenaré	oksixenaˈɾe
oxigenaréis	oksixenaˈɾeis
oxigenaría	oksixenaˈɾia
oxigenaríais	oksixenaˈɾiais
oxigenaríamos	oksixenaˈɾiamos
oxigenarían	oksixenaˈɾian
oxigenarías	oksixenaˈɾias
oxigenas	oksixenas
oxigenase	oksixenase
oxigenaseis	oksixenaseis
oxigenasen	oksixenasen
oxigenases	oksixenases
oxigenaste	oksixenaste
oxigenasteis	oksixenasteis
oxigene	oksixene
oxigenemos	oksixenemos
oxigenen	oksixenen
oxigenes	oksixenes
oxigeno	oksixeno
oxigenábamos	oksixeˈnaβamos
oxigenáis	oksixeˈnais
oxigenáramos	oksixeˈnaɾamos
oxigenáremos	oksixeˈnaɾemos
oxigenásemos	oksixeˈnasemos
oxigené	oksixeˈne
oxigenéis	oksixeˈneis
oxigenó	oksixeˈno
oxigonio	oksiɣonjo
oxigonios	oksiɣonjos
oxipétalo	oksiˈpetalo
oxipétalos	oksiˈpetalos
oxiuro	oksjuɾo
oxiuros	oksjuɾos
oxizacre	oksisakɾe
oxizacres	oksisakɾes
oxoniense	oksonjense
oxonienses	oksonjenses
oxte	okste
oxtes	okstes
oxálica	oˈksalika
oxálicas	oˈksalikas
oxálico	oˈksaliko
oxálicos	oˈksalikos
oxígeno	oˈksixeno
oxígenos	oˈksixenos
oxíitono	oˈksiitono
oxíitonos	oˈksiitonos
oye	oʝe
oyen	oʝen
oyendo	oʝendo
oyente	oʝente
oyentes	oʝentes
oyera	oʝeɾa
oyerais	oʝeɾais
oyeran	oʝeɾan
oyeras	oʝeɾas
oyere	oʝeɾe
oyereis	oʝeɾeis
oyeren	oʝeɾen
oyeres	oʝeɾes
oyeron	oʝeɾon
oyes	oʝes
oyese	oʝese
oyeseis	oʝeseis
oyesen	oʝesen
oyeses	oʝeses
oyéndola	oˈʝendola
oyéndolas	oˈʝendolas
oyéndole	oˈʝendole
oyéndoles	oˈʝendoles
oyéndolo	oˈʝendolo
oyéndolos	oˈʝendolos
oyéndome	oˈʝendome
oyéndonos	oˈʝendonos
oyéndoos	oˈʝendoos
oyéndose	oˈʝendose
oyéndote	oˈʝendote
oyéramos	oˈʝeɾamos
oyéremos	oˈʝeɾemos
oyésemos	oˈʝesemos
oyó	oˈʝo
ozona	osona
ozonas	osonas
ozono	osono
ozonos	osonos
ozonómetro	osoˈnometɾo
ozonómetros	osoˈnometɾos
oí	oˈi
oía	oˈia
oíais	oˈiais
oíamos	oˈiamos
oían	oˈian
oías	oˈias
oíble	oˈiβle
oíbles	oˈiβles
oíd	oˈið
oída	oˈiða
oídas	oˈiðas
oídio	oˈiðjo
oídios	oˈiðjos
oído	oˈiðo
oídos	oˈiðos
oímos	oˈimos
oír	oˈiɾ
oírla	oˈiɾla
oírlas	oˈiɾlas
oírle	oˈiɾle
oírles	oˈiɾles
oírlo	oˈiɾlo
oírlos	oˈiɾlos
oírme	oˈiɾme
oírnos	oˈiɾnos
oíros	oˈiɾos
oírse	oˈiɾse
oírte	oˈiɾte
oís	oˈis
oíslo	oˈizlo
oíslos	oˈizlos
oíste	oˈiste
oísteis	oˈisteis
pabellones	paβeʎones
pabellón	paβeˈʎon
pabilo	paβilo
pabilones	paβilones
pabilos	paβilos
pabilón	paβiˈlon
pablo	paβlo
pacana	pakana
pacanas	pakanas
pacata	pakata
pacatas	pakatas
pacato	pakato
pacatos	pakatos
pacayar	pakaʝaɾ
pacayares	pakaʝaɾes
pace	pase
paced	paseð
pacemos	pasemos
pacen	pasen
pacense	pasense
pacenses	pasenses
pacer	paseɾ
paceremos	paseɾemos
pacerá	paseˈɾa
pacerán	paseˈɾan
pacerás	paseˈɾas
paceré	paseˈɾe
paceréis	paseˈɾeis
pacería	paseˈɾia
paceríais	paseˈɾiais
paceríamos	paseˈɾiamos
pacerían	paseˈɾian
pacerías	paseˈɾias
paces	pases
pachacha	patʃatʃa
pachachas	patʃatʃas
pachacho	patʃatʃo
pachachos	patʃatʃos
pachamanca	patʃamaŋka
pachamancas	patʃamaŋkas
pacharanes	patʃaɾanes
pacharán	patʃaˈɾan
pachona	patʃona
pachonas	patʃonas
pachones	patʃones
pachorra	patʃora
pachorras	patʃoras
pachucha	patʃutʃa
pachuchas	patʃutʃas
pachucho	patʃutʃo
pachuchos	patʃutʃos
pachulí	patʃuˈli
pachón	paˈtʃon
pacida	pasiða
pacidas	pasiðas
pacido	pasiðo
pacidos	pasiðos
paciencia	pasjensja
paciencias	pasjensjas
paciendo	pasjendo
paciente	pasjente
pacientemente	pasjentemente
pacientes	pasjentes
pacienzuda	pasjensuða
pacienzudas	pasjensuðas
pacienzudo	pasjensuðo
pacienzudos	pasjensuðos
paciera	pasjeɾa
pacierais	pasjeɾais
pacieran	pasjeɾan
pacieras	pasjeɾas
paciere	pasjeɾe
paciereis	pasjeɾeis
pacieren	pasjeɾen
pacieres	pasjeɾes
pacieron	pasjeɾon
paciese	pasjese
pacieseis	pasjeseis
paciesen	pasjesen
pacieses	pasjeses
pacifica	pasifika
pacificaba	pasifikaβa
pacificabais	pasifikaβais
pacificaban	pasifikaβan
pacificabas	pasifikaβas
pacificaciones	pasifikasjones
pacificación	pasifikaˈsjon
pacificad	pasifikað
pacificada	pasifikaða
pacificadas	pasifikaðas
pacificado	pasifikaðo
pacificador	pasifikaðoɾ
pacificadora	pasifikaðoɾa
pacificadoras	pasifikaðoɾas
pacificadores	pasifikaðoɾes
pacificados	pasifikaðos
pacificamos	pasifikamos
pacifican	pasifikan
pacificando	pasifikando
pacificar	pasifikaɾ
pacificara	pasifikaɾa
pacificarais	pasifikaɾais
pacificaran	pasifikaɾan
pacificaras	pasifikaɾas
pacificare	pasifikaɾe
pacificareis	pasifikaɾeis
pacificaremos	pasifikaɾemos
pacificaren	pasifikaɾen
pacificares	pasifikaɾes
pacificaron	pasifikaɾon
pacificará	pasifikaˈɾa
pacificarán	pasifikaˈɾan
pacificarás	pasifikaˈɾas
pacificaré	pasifikaˈɾe
pacificaréis	pasifikaˈɾeis
pacificaría	pasifikaˈɾia
pacificaríais	pasifikaˈɾiais
pacificaríamos	pasifikaˈɾiamos
pacificarían	pasifikaˈɾian
pacificarías	pasifikaˈɾias
pacificas	pasifikas
pacificase	pasifikase
pacificaseis	pasifikaseis
pacificasen	pasifikasen
pacificases	pasifikases
pacificaste	pasifikaste
pacificasteis	pasifikasteis
pacifico	pasifiko
pacificábamos	pasifiˈkaβamos
pacificáis	pasifiˈkais
pacificáramos	pasifiˈkaɾamos
pacificáremos	pasifiˈkaɾemos
pacificásemos	pasifiˈkasemos
pacificó	pasifiˈko
pacifique	pasifike
pacifiquemos	pasifikemos
pacifiquen	pasifiken
pacifiques	pasifikes
pacifiqué	pasifiˈke
pacifiquéis	pasifiˈkeis
pacifismo	pasifizmo
pacifismos	pasifizmos
pacifista	pasifista
pacifistas	pasifistas
pacimos	pasimos
paciste	pasiste
pacisteis	pasisteis
paciéramos	paˈsjeɾamos
paciéremos	paˈsjeɾemos
paciésemos	paˈsjesemos
pació	paˈsjo
paco	pako
pacones	pakones
pacotilla	pakotiʎa
pacotillas	pakotiʎas
pacotillera	pakotiʎeɾa
pacotilleras	pakotiʎeɾas
pacotillero	pakotiʎeɾo
pacotilleros	pakotiʎeɾos
pacta	pakta
pactaba	paktaβa
pactabais	paktaβais
pactaban	paktaβan
pactabas	paktaβas
pactad	paktað
pactada	paktaða
pactadas	paktaðas
pactado	paktaðo
pactados	paktaðos
pactamos	paktamos
pactan	paktan
pactando	paktando
pactar	paktaɾ
pactara	paktaɾa
pactarais	paktaɾais
pactaran	paktaɾan
pactaras	paktaɾas
pactare	paktaɾe
pactareis	paktaɾeis
pactaremos	paktaɾemos
pactaren	paktaɾen
pactares	paktaɾes
pactarla	paktaɾla
pactarlas	paktaɾlas
pactarle	paktaɾle
pactarles	paktaɾles
pactarlo	paktaɾlo
pactarlos	paktaɾlos
pactaron	paktaɾon
pactará	paktaˈɾa
pactarán	paktaˈɾan
pactarás	paktaˈɾas
pactaré	paktaˈɾe
pactaréis	paktaˈɾeis
pactaría	paktaˈɾia
pactaríais	paktaˈɾiais
pactaríamos	paktaˈɾiamos
pactarían	paktaˈɾian
pactarías	paktaˈɾias
pactas	paktas
pactase	paktase
pactaseis	paktaseis
pactasen	paktasen
pactases	paktases
pactaste	paktaste
pactasteis	paktasteis
pacte	pakte
pactemos	paktemos
pacten	pakten
pactes	paktes
pacto	pakto
pactos	paktos
pactábamos	paˈktaβamos
pactáis	paˈktais
pactándola	paˈktandola
pactándolas	paˈktandolas
pactándole	paˈktandole
pactándoles	paˈktandoles
pactándolo	paˈktandolo
pactándolos	paˈktandolos
pactáramos	paˈktaɾamos
pactáremos	paˈktaɾemos
pactásemos	paˈktasemos
pacté	paˈkte
pactéis	paˈkteis
pactó	paˈkto
pacéis	paˈseis
pací	paˈsi
pacía	paˈsia
pacíais	paˈsiais
pacíamos	paˈsiamos
pacían	paˈsian
pacías	paˈsias
pacífica	paˈsifika
pacíficamente	paˈsifikamente
pacíficas	paˈsifikas
pacífico	paˈsifiko
pacíficos	paˈsifikos
pacón	paˈkon
padece	paðese
padeced	paðeseð
padecemos	paðesemos
padecen	paðesen
padecer	paðeseɾ
padeceremos	paðeseɾemos
padecerla	paðeseɾla
padecerlas	paðeseɾlas
padecerle	paðeseɾle
padecerles	paðeseɾles
padecerlo	paðeseɾlo
padecerlos	paðeseɾlos
padecerme	paðeseɾme
padecernos	paðeseɾnos
padeceros	paðeseɾos
padecerse	paðeseɾse
padecerte	paðeseɾte
padecerá	paðeseˈɾa
padecerán	paðeseˈɾan
padecerás	paðeseˈɾas
padeceré	paðeseˈɾe
padeceréis	paðeseˈɾeis
padecería	paðeseˈɾia
padeceríais	paðeseˈɾiais
padeceríamos	paðeseˈɾiamos
padecerían	paðeseˈɾian
padecerías	paðeseˈɾias
padeces	paðeses
padecida	paðesiða
padecidas	paðesiðas
padecido	paðesiðo
padecidos	paðesiðos
padeciendo	paðesjendo
padeciera	paðesjeɾa
padecierais	paðesjeɾais
padecieran	paðesjeɾan
padecieras	paðesjeɾas
padeciere	paðesjeɾe
padeciereis	paðesjeɾeis
padecieren	paðesjeɾen
padecieres	paðesjeɾes
padecieron	paðesjeɾon
padeciese	paðesjese
padecieseis	paðesjeseis
padeciesen	paðesjesen
padecieses	paðesjeses
padecimiento	paðesimjento
padecimientos	paðesimjentos
padecimos	paðesimos
padeciste	paðesiste
padecisteis	paðesisteis
padeciéndola	paðeˈsjendola
padeciéndolas	paðeˈsjendolas
padeciéndole	paðeˈsjendole
padeciéndoles	paðeˈsjendoles
padeciéndolo	paðeˈsjendolo
padeciéndolos	paðeˈsjendolos
padeciéndome	paðeˈsjendome
padeciéndonos	paðeˈsjendonos
padeciéndoos	paðeˈsjendoos
padeciéndose	paðeˈsjendose
padeciéndote	paðeˈsjendote
padeciéramos	paðeˈsjeɾamos
padeciéremos	paðeˈsjeɾemos
padeciésemos	paðeˈsjesemos
padeció	paðeˈsjo
padecéis	paðeˈseis
padecí	paðeˈsi
padecía	paðeˈsia
padecíais	paðeˈsiais
padecíamos	paðeˈsiamos
padecían	paðeˈsian
padecías	paðeˈsias
padezca	paðeska
padezcamos	paðeskamos
padezcan	paðeskan
padezcas	paðeskas
padezco	paðesko
padezcáis	paðeˈskais
padilla	paðiʎa
padillas	paðiʎas
padrastro	paðɾastɾo
padrastros	paðɾastɾos
padrazo	paðɾaso
padrazos	paðɾasos
padre	paðɾe
padrejones	paðɾexones
padrejón	paðɾeˈxon
padrenuestro	paðɾenwestɾo
padrenuestros	paðɾenwestɾos
padres	paðɾes
padrina	paðɾina
padrinas	paðɾinas
padrinazgo	paðɾinasɣo
padrinazgos	paðɾinasɣos
padrino	paðɾino
padrinos	paðɾinos
padrones	paðɾones
padronesa	paðɾonesa
padronesas	paðɾonesas
padroneses	paðɾoneses
padronés	paðɾoˈnes
padrón	paˈðɾon
paella	paeʎa
paellas	paeʎas
pafia	pafja
pafias	pafjas
pafio	pafjo
pafios	pafjos
paflones	paflones
paflón	paˈflon
paga	paɣa
pagaba	paɣaβa
pagabais	paɣaβais
pagaban	paɣaβan
pagabas	paɣaβas
pagable	paɣaβle
pagables	paɣaβles
pagad	paɣað
pagada	paɣaða
pagadas	paɣaðas
pagadera	paɣaðeɾa
pagaderas	paɣaðeɾas
pagadero	paɣaðeɾo
pagaderos	paɣaðeɾos
pagado	paɣaðo
pagador	paɣaðoɾ
pagadora	paɣaðoɾa
pagadoras	paɣaðoɾas
pagadores	paɣaðoɾes
pagados	paɣaðos
pagaduría	paɣaðuˈɾia
pagadurías	paɣaðuˈɾias
pagamos	paɣamos
pagan	paɣan
pagando	paɣando
paganice	paɣanise
paganicemos	paɣanisemos
paganicen	paɣanisen
paganices	paɣanises
paganicé	paɣaniˈse
paganicéis	paɣaniˈseis
paganismo	paɣanizmo
paganismos	paɣanizmos
paganiza	paɣanisa
paganizaba	paɣanisaβa
paganizabais	paɣanisaβais
paganizaban	paɣanisaβan
paganizabas	paɣanisaβas
paganizad	paɣanisað
paganizada	paɣanisaða
paganizadas	paɣanisaðas
paganizado	paɣanisaðo
paganizados	paɣanisaðos
paganizamos	paɣanisamos
paganizan	paɣanisan
paganizando	paɣanisando
paganizar	paɣanisaɾ
paganizara	paɣanisaɾa
paganizarais	paɣanisaɾais
paganizaran	paɣanisaɾan
paganizaras	paɣanisaɾas
paganizare	paɣanisaɾe
paganizareis	paɣanisaɾeis
paganizaremos	paɣanisaɾemos
paganizaren	paɣanisaɾen
paganizares	paɣanisaɾes
paganizaron	paɣanisaɾon
paganizará	paɣanisaˈɾa
paganizarán	paɣanisaˈɾan
paganizarás	paɣanisaˈɾas
paganizaré	paɣanisaˈɾe
paganizaréis	paɣanisaˈɾeis
paganizaría	paɣanisaˈɾia
paganizaríais	paɣanisaˈɾiais
paganizaríamos	paɣanisaˈɾiamos
paganizarían	paɣanisaˈɾian
paganizarías	paɣanisaˈɾias
paganizas	paɣanisas
paganizase	paɣanisase
paganizaseis	paɣanisaseis
paganizasen	paɣanisasen
paganizases	paɣanisases
paganizaste	paɣanisaste
paganizasteis	paɣanisasteis
paganizo	paɣaniso
paganizábamos	paɣaniˈsaβamos
paganizáis	paɣaniˈsais
paganizáramos	paɣaniˈsaɾamos
paganizáremos	paɣaniˈsaɾemos
paganizásemos	paɣaniˈsasemos
paganizó	paɣaniˈso
pagano	paɣano
paganos	paɣanos
paganía	paɣaˈnia
paganías	paɣaˈnias
pagar	paɣaɾ
pagara	paɣaɾa
pagarais	paɣaɾais
pagaran	paɣaɾan
pagaras	paɣaɾas
pagare	paɣaɾe
pagareis	paɣaɾeis
pagaremos	paɣaɾemos
pagaren	paɣaɾen
pagares	paɣaɾes
pagarla	paɣaɾla
pagarlas	paɣaɾlas
pagarle	paɣaɾle
pagarles	paɣaɾles
pagarlo	paɣaɾlo
pagarlos	paɣaɾlos
pagarme	paɣaɾme
pagarnos	paɣaɾnos
pagaron	paɣaɾon
pagaros	paɣaɾos
pagarse	paɣaɾse
pagarte	paɣaɾte
pagará	paɣaˈɾa
pagarán	paɣaˈɾan
pagarás	paɣaˈɾas
pagaré	paɣaˈɾe
pagaréis	paɣaˈɾeis
pagarés	paɣaˈɾes
pagaría	paɣaˈɾia
pagaríais	paɣaˈɾiais
pagaríamos	paɣaˈɾiamos
pagarían	paɣaˈɾian
pagarías	paɣaˈɾias
pagas	paɣas
pagase	paɣase
pagaseis	paɣaseis
pagasen	paɣasen
pagases	paɣases
pagaste	paɣaste
pagasteis	paɣasteis
pagaya	paɣaʝa
pagayas	paɣaʝas
pagina	paxina
paginaba	paxinaβa
paginabais	paxinaβais
paginaban	paxinaβan
paginabas	paxinaβas
paginaciones	paxinasjones
paginación	paxinaˈsjon
paginad	paxinað
paginada	paxinaða
paginadas	paxinaðas
paginado	paxinaðo
paginador	paxinaðoɾ
